0,99,6.0
1,99,6.0
2,99,6.0
3,99,6.0
4,99,6.0
5,99,6.0
0,99,6.0
1,99,6.0
2,99,6.0
3,99,6.0
4,99,6.0
5,99,6.0
6,99,6.0
7,99,6.0
8,99,6.0
9,99,6.0
10,99,6.0
11,99,6.0
0,99,6.0
0,99,6.0
1,99,6.0
2,99,6.0
3,99,6.0
0,99,6.0
0,99,6.0
1,99,6.0
2,99,6.0
3,99,6.0
4,99,6.0
5,99,6.0
6,99,6.0
7,99,6.0
8,99,6.0
9,99,6.0
10,99,6.0
11,99,6.0
12,99,6.0
13,99,6.0
0,99,6.0
1,99,6.0
2,99,6.0
3,99,6.0
4,99,6.0
5,99,6.0
6,99,6.0
7,99,6.0
8,99,6.0
9,99,6.0
10,99,6.0
11,99,6.0
12,99,6.0
13,99,6.0
14,99,6.0
15,99,6.0
16,99,6.0
17,99,6.0
18,99,6.0
19,99,6.0
20,99,6.0
21,99,6.0
22,99,6.0
23,99,6.0
24,99,6.0
25,99,6.0
26,99,6.0
27,99,6.0
28,99,6.0
29,99,6.0
30,99,6.0
0,99,6.0
1,99,6.0
2,99,6.0
3,99,6.0
4,99,6.0
5,99,6.0
6,99,6.0
7,99,6.0
8,99,6.0
9,99,6.0
10,99,6.0
11,99,6.0
12,99,6.0
13,99,6.0
14,99,6.0
15,99,6.0
16,99,6.0
17,99,6.0
18,99,6.0
19,99,6.0
20,99,6.0
21,99,6.0
22,99,6.0
23,99,6.0
24,99,6.0
25,99,6.0
